Skill,Word
Negative Imperatives,אַל תשתו
Arts,הסרט
Arts,האפקטים
Arts,לפסקול
Arts,בתסריט
Arts,הפסקול
Arts,אפקטים
Arts,לאולפן
Arts,המפיק
Arts,התסריט
Arts,באולפן
Arts,האולפנים
Arts,המפיקה
Arts,תסריט
Feelings,להצטער
Negative Imperatives,אַל תקשיבי
Negative Imperatives,אַל תגיע
Negative Imperatives,אַל תתחיל
Negative Imperatives,אַל תסבירי
Negative Imperatives,אַל תרגיש
Negative Imperatives,אַל תקשיבו
Negative Imperatives,אַל תחכי
Negative Imperatives,אַל תקשיב
Negative Imperatives,אַל תגיעי
Negative Imperatives,אַל תרגישו
Negative Imperatives,אַל תגיעו
Negative Imperatives,אַל תסביר
Negative Imperatives,אַל תתחילי
Negative Imperatives,אַל תחכו
Negative Imperatives,אַל תרגישי
Verbs: Present - Pi'el,מאמץ
Arts,ההצגה
Arts,סטודיו
Arts,במה
Arts,בתיאטרון
Arts,הפַסל
Arts,הסטודיו
Arts,הבמה
Arts,התיאטרון
Arts,להצגה
Arts,הפֶסל
Arts,לסטודיו
Religion,בכותל המערבי
Religion,כיפת הסלע
Religion,הר הבית
Religion,הכותל המערבי
Religion,מערת המכפלה
Religion,הר ציון
Religion,הר הזיתים
Religion,מסגד אל-אקצא
Religion,בהר הבית
Religion,במערת המכפלה
Religion,כנסיית הקבר
Religion,מהר הזיתים
Religion,לכנסיית הקבר
Adjectives 3,פופולרית
Negative Imperatives,אַל תדברי
Negative Imperatives,אַל תדברו
Negative Imperatives,אַל תנסו
Negative Imperatives,אַל תספרי
Negative Imperatives,אַל תערבבו
Negative Imperatives,אַל תערבב
Negative Imperatives,אַל תשאלי
Negative Imperatives,אַל תספר
Negative Imperatives,אַל תדבר
Negative Imperatives,אַל תשאל
Negative Imperatives,אַל תנסה
Negative Imperatives,אַל תשנו
Negative Imperatives,אַל תשאלו
Negative Imperatives,אַל תשני
Negative Imperatives,אַל תשנה
Negative Imperatives,אַל תערבבי
Negative Imperatives,אַל תספרו
Arts,לציור
Arts,מהאוסף
Arts,המכחול
Arts,הציור
Arts,מכחולים
Arts,הקהל
Arts,הגלריה
Arts,קהל
Arts,אוסף
Arts,איור
Arts,האוסף
Arts,האיור
Arts,באיור
Arts,לגלריה
Arts,הציורים
Religion,נשמה
Religion,לנצרות
Religion,בנצרות
Religion,והנצרות
Religion,למשיח
Religion,האסלאם
Religion,הנשמה
Religion,אסלאם
Religion,היהדות
Religion,מקדשים
Religion,המקדש
Religion,המשיח
Religion,ביהדות
Religion,מקדש
Negative Imperatives,אַל תשכח
Negative Imperatives,אַל תסגרי
Negative Imperatives,אַל תשלחו
Negative Imperatives,אַל תלכי
Negative Imperatives,אַל תלכו
Negative Imperatives,אַל תסגור
Negative Imperatives,אַל תעמדי
Negative Imperatives,אַל תשכחו
Negative Imperatives,אַל תעמדו
Negative Imperatives,אַל תפתח
Negative Imperatives,אַל תעמוד
Negative Imperatives,אַל תסגרו
Negative Imperatives,אַל תשלח
Negative Imperatives,אַל תלך
Negative Imperatives,אַל תשכחי
Negative Imperatives,אַל תפתחי
Arts,הריקוד
Arts,שירה
Arts,הצלם
Arts,ספרות
Arts,צלם
Arts,בספרות
Arts,מרקדן
Arts,ריקוד
Arts,הרקדנים
Arts,הצלמת
Arts,אופנה
Arts,רקדניות
Religion,ולמוסלמים
Religion,לנוצרים
Religion,תפילה
Religion,הנוצרים
Religion,התפילה
Religion,אלָה
Religion,מלאך
Religion,מלאכים
Religion,באל
Religion,התפילות
Religion,המוסלמים
Religion,קדוש
Religion,וקדושה
Religion,נוצרים
Religion,מוסלמים
Religion,ונוצרים
Religion,אלים
Religion,בודהיסטי
Religion,הקדושים
Negative Imperatives,אַל תעשו
Negative Imperatives,אַל תאמרי
Negative Imperatives,אַל תיקחו
Negative Imperatives,אַל תעשה
Negative Imperatives,אַל תיגע
Negative Imperatives,אַל תיקחי
Negative Imperatives,אַל תהיו
Negative Imperatives,אַל תאמר
Negative Imperatives,אַל תיגעו
Negative Imperatives,אַל תעשי
Negative Imperatives,אַל תהיי
Negative Imperatives,אַל תהיה
Negative Imperatives,אַל תיתנו
Negative Imperatives,אַל תיתן
Negative Imperatives,אַל תאמרו
Arts,סגנונות
Arts,מסרט
Arts,בסרטים
Arts,אמנות
Arts,סרטים
Arts,דמות
Arts,לאמנות
Arts,צילום
Arts,המצלמה
Arts,הסגנון
Arts,הדמות
Arts,במצלמה
Religion,האמונה
Religion,חילוניות
Religion,יהודי
Religion,דתי
Religion,שאלוהים
Religion,דתיות
Religion,אמונה
Religion,באלוהים
Religion,דתות
Religion,החילוני
Religion,יהודים
Religion,רוחנית
Religion,הדת
Religion,האלוהים
Religion,דתיים
Religion,רוחני
Medical,רפואה
Medical,בהריון
Medical,סרטן
Medical,הסם
Medical,הדיאטות
Medical,הלידה
Medical,בריאות
Medical,הריונות
Medical,בדיאטה
Medical,הבריאות
Medical,הניתוח
Medical,הרפואה
Medical,ניתוח
Medical,הלידות
Medical,סמים
Abstract Objects 2,הניסיון
Medical,אחות
Medical,אחיות
Medical,לחץ
Medical,הכאבים
Medical,האחות
Medical,מלחץ
Medical,חלום
Medical,הדם
Medical,בלחץ
Medical,דם
Medical,למרפאה
Medical,במרפאה
Medical,כאב
Medical,מהטיפול
Medical,הטיפול
Medical,השפתיים
Future 2,אגע
Future 2,יצליח
Future 2,אשבור
Future 2,ישבור
Future 2,אפתח
Future 2,תספר
Future 2,ישאלו
Future 2,נשאל
Future 2,תיגע
Future 2,אצליח
Future 2,אשאל
Future 2,יצליחו
Future 2,יסגור
Future 2,יספרו
Future 2,יגעו
Future 2,תסגור
Past Nif'al,נכשלתָ
Past Nif'al,נשמעה
Medical,מחלות
Medical,המטופלת
Medical,למטופל
Medical,גולגולת
Medical,הגולגולת
Medical,המחלות
Medical,האיברים
Medical,חולֶה
Medical,איבר
Medical,לחולי
Medical,מחלה
Medical,החולים
Medical,וירוסים
Medical,התרופה
Medical,וירוס
Medical,חולות
Medical,תרופות
Future 2,ונקווה
Future 2,אלמֵד
Future 2,שילמֵד
Future 2,ינצחו
Future 2,אקווה
Future 2,ימלא
Future 2,יבקשו
Future 2,יעזרו
Future 2,תחכו
Future 2,תעזרו
Future 2,תחכה
Future 2,יבקש
Future 2,ננצח
Future 2,אעזור
Future 2,ינצח
Future 2,ימלאו
Medical,ברכיים
Medical,לכתף
Medical,השריר
Medical,הברכיים
Medical,האף
Medical,בכתף
Medical,הרגליים
Medical,עצמות
Medical,עצם
Medical,כף הרגל
Medical,העצמות
Medical,הברך
Medical,כתפיים
Medical,רגל
Medical,שריר
Medical,אף
Future 2,אערבב
Future 2,נתפלל
Future 2,ימשיך
Future 2,נחליף
Future 2,תמשיך
Future 2,אחליף
Future 2,תוכלו
Future 2,יציעו
Future 2,תרגיש
Future 2,נערבב
Future 2,ירגישו
Future 2,אציע
Future 2,יתפללו
Future 2,ארגיש
Future 2,תערבבו
Future 2,יוכל
Future 2,ימשיכו
Future 2,תוכל
The Conditional,לוּ
Medical,מוחות
Medical,שיניים
Medical,העור
Medical,הגופות
Medical,הלשון
Medical,גוף
Medical,בפה
Medical,השיניים
Medical,גב
Medical,מוח
Medical,לשון
Medical,שן
Medical,פה
Medical,עור
Medical,הגוף
People,בני
People,בנות
Future 2,תעצור
Future 2,יקרא
Future 2,יעצור
Future 2,יקחו
Future 2,שנלמד
Future 2,ישימו
Future 2,אעצור
Future 2,אקרא
Future 2,ירצו
Future 2,יקח
Future 2,תרצי
Future 2,ילמדו
Future 2,ישכחו
Future 2,יקראו
Future 2,תשכח
Future 2,ישים
Future 2,ארצה
Medical,המרפקים
Medical,הפנים
Medical,המרפק
Medical,כפות ידיים
Medical,חזה
Medical,בבטן
Medical,הבטן
Medical,החזה
Medical,בכף היד
Medical,מכף היד
Medical,פנים
Medical,שיער
Medical,הצוואר
Future 2,אחזור
Future 2,ימצאו
Future 2,נקנה
Future 2,יעבוד
Future 2,תמצא
Future 2,יחזרו
Future 2,תעבוד
Future 2,תאמרי
Future 2,נדע
Future 2,נאמַר
Future 2,אומַר
Future 2,יעבדו
Future 2,אדע
Future 2,אמכור
Future 2,נמכור
Future 2,תקנה
Adjectives 3,גלובלי
Medical,ראש
Medical,לבבות
Medical,לאוזן
Medical,האצבע
Medical,יד
Medical,ידיים
Medical,אצבעות
Medical,הלב
Medical,הראש
Medical,העיניים
Medical,זרוע
Medical,מאוזן
Medical,אוזניים
Construct State 2,חלון חדר אורחים
Construct State 2,משרד ראש הממשלה
Construct State 2,עוגת יום ההולדת
Construct State 2,במשרד ראש הממשלה
Construct State 2,עוגת יום הולדת
Construct State 2,חלונות חדר האורחים
Construct State 2,חלון חדר האורחים
Construct State 2,מברשת השיניים
Construct State 2,סכין גילוח
Construct State 2,בתיבת הדואר
Construct State 2,תיבת הדואר
Construct State 2,סכין הגילוח
Construct State 2,משחת שיניים
Construct State 2,ארגז הכלים
Construct State 2,משחת השיניים
Construct State 2,מברשות שיניים
Construct State 2,אוצר המילים
The Conditional,הייתי יכול
The Conditional,אילולא
The Conditional,היה צריך
The Conditional,הייתי צריך
The Conditional,היינו יכולים
The Conditional,היו יכולים
The Conditional,היינו צריכים
The Conditional,לולא
Feelings,מאושר
Feelings,לחבק
The Conditional,היה
The Conditional,היו
The Conditional,הייתן
The Conditional,הייתם
The Conditional,היינו
Construct State 2,פסק זמן
Construct State 2,במגדל השמירה
Construct State 2,פסקי זמן
Construct State 2,בית המלאכה
Construct State 2,בתי מלאכה
Construct State 2,שעוני עצר
Construct State 2,פניית פרסה
Construct State 2,מגדל השמירה
Construct State 2,נהג המונית
Construct State 2,שעון העצר
Construct State 2,נהג מונית
Construct State 2,מגדלי שמירה
The Conditional,הייתי
The Conditional,הייתָ
The Conditional,אִילו
The Conditional,הייתה
The Conditional,הייתְ
Construct State 2,שומר הראש
Construct State 2,חגורת בטיחות
Construct State 2,תולעת ספרים
Construct State 2,חגורות בטיחות
Construct State 2,להפסקת האוכל
Construct State 2,שטיפת המוח
Construct State 2,כלֵי נשק
Construct State 2,כלִי הנשק
Construct State 2,ראש הממשלה
Construct State 2,שטיפת מוח
Construct State 2,הפסקת אוכל
Construct State 2,שומרי ראש
Construct State 2,שומרי הראש
Abstract Objects 2,שהעדיפות
Abstract Objects 2,בעדיפות
Abstract Objects 2,החשיבות
Abstract Objects 2,זהויות
Abstract Objects 2,ליופי
Abstract Objects 2,מזל
Abstract Objects 2,הזהות
Abstract Objects 2,היופי
Abstract Objects 2,יופי
Abstract Objects 2,חשיבות
Abstract Objects 2,מהזהות
Abstract Objects 2,הטובה
Abstract Objects 2,טובה
Abstract Objects 2,הבדלים
Abstract Objects 2,תשוקה
Abstract Objects 2,חושים
Abstract Objects 2,הבדל
Abstract Objects 2,תכונה
Abstract Objects 2,לבסיס
Abstract Objects 2,ההבדל
Abstract Objects 2,בסיס
Abstract Objects 2,תכונות
Abstract Objects 2,חוש
Nif'al Construction,נראַה
Nif'al Construction,נגמרת
Infinitives 2,לסרב
Infinitives 2,לאהוב
Infinitives 2,להחמיץ
Infinitives 2,לגרום
Infinitives 2,לשקול
Infinitives 2,להגיש
Infinitives 2,לחשוב
Abstract Objects 2,השקר
Abstract Objects 2,ניצחון
Abstract Objects 2,הניצחון
Abstract Objects 2,הזכרון
Abstract Objects 2,זכרונות
Abstract Objects 2,האמת
Abstract Objects 2,נפילה
Abstract Objects 2,לניצחון
Abstract Objects 2,שקרים
Abstract Objects 2,זיכרון
Abstract Objects 2,הפסד
Infinitives 2,להישאר
Infinitives 2,לִבנות
Infinitives 2,לפגוש
Infinitives 2,לעצור
Infinitives 2,לעזוב
Infinitives 2,לזכור
Infinitives 2,לשבור
Abstract Objects 2,הנאה
Abstract Objects 2,הרצח
Abstract Objects 2,הביטוי
Abstract Objects 2,בהפתעה
Abstract Objects 2,הפתעה
Abstract Objects 2,בצל
Abstract Objects 2,צל
Abstract Objects 2,החיוך
Abstract Objects 2,ביטוי
Abstract Objects 2,ההפתעה
Abstract Objects 2,לרצח
Infinitives 2,להשתמש
Infinitives 2,לטוס
Infinitives 2,לקרוא
Infinitives 2,להתאושש
Infinitives 2,להפסיד
Infinitives 2,להגיב
Abstract Objects 2,סכנה
Abstract Objects 2,הפחד
Abstract Objects 2,ההומור
Abstract Objects 2,המסורת
Abstract Objects 2,שנאה
Abstract Objects 2,מסורת
Abstract Objects 2,הסכנה
Abstract Objects 2,בסכנה
Abstract Objects 2,גישה
Abstract Objects 2,הומור
Abstract Objects 2,בפחד
Abstract Objects 2,פחד
Abstract Objects 2,הגישה
Infinitives 2,להסביר
Infinitives 2,למות
Infinitives 2,להבין
Infinitives 2,להרגיש
Infinitives 2,לחכות
Infinitives 2,להסכים
Verbs: Future Active 1,יכתבו
Abstract Objects 2,חתימה
Abstract Objects 2,הסמל
Abstract Objects 2,החתימה
Abstract Objects 2,כוח
Abstract Objects 2,הכוחות
Abstract Objects 2,ספק
Abstract Objects 2,העמדה
Abstract Objects 2,עמדות
Abstract Objects 2,בעמדה
Abstract Objects 2,אחריות
Nature,חלל
Infinitives 2,לסיים
Infinitives 2,לפתח
Infinitives 2,לנצח
Infinitives 2,לאפשר
Infinitives 2,לענות
Infinitives 2,לכסות
Abstract Objects 2,המציאות
Abstract Objects 2,ניסיון
Abstract Objects 2,מציאות
Abstract Objects 2,נזק
Abstract Objects 2,סוד
Abstract Objects 2,הנזק
Abstract Objects 2,בכיוון
Abstract Objects 2,מקור
Abstract Objects 2,כיוון
Abstract Objects 2,ההתנהגות
Abstract Objects 2,הכיוון
Abstract Objects 2,המקור
Abstract Objects 2,בסוד
Infinitives 2,להשפיע
Infinitives 2,להמשיך
Infinitives 2,להאמין
Infinitives 2,להגדיל
Infinitives 2,להגדיר
Infinitives 2,לשפר
Abstract Objects 2,רשות
Abstract Objects 2,אופי
Abstract Objects 2,התועלת
Abstract Objects 2,כבוד
Abstract Objects 2,מאמץ
Abstract Objects 2,המאמצים
Abstract Objects 2,בכבוד
Abstract Objects 2,תשומת הלב
Abstract Objects 2,תועלת
Abstract Objects 2,לכבוד
Geometry,הסרגל
Geometry,למדוד
Geometry,קילומטרים
Geometry,מודד
Geometry,סנטימטרים
Geometry,בקילומטרים
Geometry,בסרגל
Geometry,מילימטר
Geometry,מטרים
Geometry,מילימטרים
Geometry,ביחידת המידה
Geometry,מטר
Geometry,יחידת המידה
Feelings,מתלהבים
Feelings,מתלהב
Feelings,רגיש
Feelings,מעריצים
Feelings,רגישה
Feelings,בוכָה
Feelings,מאושֶר
Feelings,בודד
Feelings,מעריץ
Feelings,בוכֶה
Feelings,אושר
Feelings,דמעה
Feelings,דמעות
Past Nif'al,נשארתי
Past Nif'al,נשארו
Past Nif'al,נשלחו
Past Nif'al,נאמר
Past Nif'al,נפרדה
Past Nif'al,נפרדו
Past Nif'al,נשלחתי
Past Nif'al,נפגע
Past Nif'al,נזכר
Past Nif'al,נזכרתי
Past Nif'al,נפגעתי
Past Nif'al,נשרפתי
Past Nif'al,נפרדנו
Past Nif'al,נאמרו
Past Nif'al,נפגעו
Past Nif'al,נשארתם
Past Nif'al,נשרפו
Geometry,השטח
Geometry,האורך
Geometry,נפח
Geometry,הרוחב
Geometry,טריגונומטריה
Geometry,העומק
Geometry,משטח
Geometry,הגובה
Geometry,עומק
Geometry,והרוחב
Feelings,ופגועים
Feelings,עוינות
Feelings,ומבולבל
Feelings,הביישניות
Feelings,עוין
Feelings,ביישן
Feelings,עוינים
Feelings,פגוע
Feelings,חסרת אונים
Feelings,מבולבלים
Feelings,המבולבלת
Feelings,דחויה
Feelings,דחויים
Feelings,חסר אונים
Feelings,דחוי
Feelings,שובב
Feelings,שובבה
Past Nif'al,נשאלה
Past Nif'al,נעלמו
Past Nif'al,נעשו
Past Nif'al,שניתנה
Past Nif'al,ניתן
Past Nif'al,נעלמתם
Past Nif'al,נעשה
Past Nif'al,נפגשתְ
Past Nif'al,נפגשנו
Past Nif'al,ניתנו
Past Nif'al,נשאלו
Past Nif'al,נפגשתי
Past Nif'al,נאבדו
Past Nif'al,נאבדה
Past Nif'al,נעלמתְ
Past Nif'al,נעשתה
Geometry,מחומשים
Geometry,משושה
Geometry,גיאומטריה
Geometry,מהגיאומטריה
Geometry,מקבילית
Geometry,ממקבילית
Geometry,למשושה
Geometry,הזווית
Geometry,בזווית
Geometry,במחומש
Geometry,זוויות
Geometry,למקבילית
Geometry,צלעות
Geometry,למחומש
Geometry,ומשושים
Objects,טלפון נייד
Verbs: Past Active 2,התחתנו
Feelings,מצפָה
Feelings,בהלם
Feelings,רגוע
Feelings,מצפֶה
Feelings,רגשות
Feelings,מצטער
Feelings,מצטערת
Feelings,רגועים
Feelings,מביכה
Feelings,הלם
Feelings,מביך
Feelings,נעלבים
Feelings,נעלב
Past Nif'al,נאכלו
Past Nif'al,נאכל
Past Nif'al,נפתחו
Past Nif'al,נגרם
Past Nif'al,נקראו
Past Nif'al,נפתחה
Past Nif'al,ועדיין
Past Nif'al,נסגרו
Past Nif'al,נכתבו
Past Nif'al,נגרמה
Past Nif'al,נסגר
Past Nif'al,נכתב
Past Nif'al,נאכלה
Past Nif'al,נסגרה
Geometry,מקביל
Geometry,טרפז
Geometry,לטרפז
Geometry,מעוין
Geometry,וטרפז
Geometry,אליפסה
Geometry,מעוינים
Geometry,מקבילה
Geometry,מרובע
Geometry,מרובעים
Geometry,הקודקוד
Geometry,קודקודים
Geometry,מקבילים
Feelings,מאוהב
Feelings,מתחבקת
Feelings,פסימים
Feelings,אופטימי
Feelings,אופטימית
Feelings,מתחבקות
Feelings,אופטימיים
Feelings,דוחֶה
Feelings,פסימי
Feelings,מתחבקים
Feelings,מתנשקים
Feelings,מופתע
Feelings,מתנשקת
Feelings,מופתעים
Feelings,דוחָה
Feelings,מאוהבים
Verbs: Past Active 1,רציתי
Verbs: Past Active 1,מצאתי
Nature,ואבנים
Nature,אש
Past Nif'al,נהננו
Past Nif'al,נראינו
Past Nif'al,נראתה
Past Nif'al,נראו
Past Nif'al,נשמע
Past Nif'al,נגמר
Past Nif'al,נהנתי
Past Nif'al,נכנסו
Past Nif'al,נכשלתי
Past Nif'al,נכנסתי
Past Nif'al,נשמעו
Past Nif'al,נהנתה
Past Nif'al,נכשלו
Past Nif'al,כשנכנסנו
Past Nif'al,נגמרו
Imperative 1,עשו
Geometry,עיגולים
Geometry,לריבוע
Geometry,בעיגול
Geometry,משולשים
Geometry,משולש
Geometry,עיגול
Geometry,הקו
Geometry,צורות
Geometry,מלבנים
Geometry,צורה
Geometry,קוים
Geometry,מלבן
Geometry,ריבוע
Geometry,קו
Geometry,ומלבן
Feelings,משועממים
Feelings,מנחמת
Feelings,הנשיקות
Feelings,מנשק
Feelings,משועממת
Feelings,מדוכא
Feelings,מנשקים
Feelings,נשיקות
Feelings,מנחם
Feelings,מאושרת
Feelings,חיבק
Feelings,מחבקת
Feelings,נשיקה
Feelings,מאושרים
Feelings,מדוכאת
Feelings,לנחם
Verbs: Past Active 2,המשכתי
Verbs: Past Active 2,התנדבו
Verbs: Past Active 2,ירד
Verbs: Past Active 2,התעלמתי
Verbs: Past Active 2,ירדתי
Verbs: Past Active 2,התפללתי
Verbs: Past Active 2,קיבלתָ
Verbs: Past Active 2,התעלל
Verbs: Past Active 2,התגלח
Verbs: Past Active 2,התעללו
Verbs: Past Active 2,קיבל
Verbs: Past Active 2,התעלם
Verbs: Past Active 2,והמשיך
Verbs: Past Active 2,התפללתָ
Verbs: Past Active 2,התנדבה
Verbs: Past Active 2,התגלחתי
Imperative 2,ענֵה
Imperative 2,והיכנס
Imperative 2,ענו
Imperative 2,לְבש
Imperative 2,ושְאל
Imperative 2,ספרי
Imperative 2,לבשי
Imperative 2,ספּר
Imperative 2,הישארי
Imperative 2,היכנסי
Imperative 2,היפגש
Imperative 2,היכנסו
Imperative 2,היפגשי
Imperative 2,היפגשו
Imperative 2,שאלי
Imperative 2,עני
Imperative 2,הישאר
Verbs: Past Active 2,התאוששתי
Verbs: Past Active 2,הפסקתם
Verbs: Past Active 2,התרחץ
Verbs: Past Active 2,שהתקשרתי
Verbs: Past Active 2,התקשרה
Verbs: Past Active 2,התאוששו
Verbs: Past Active 2,התקשרנו
Verbs: Past Active 2,הפסקתי
Verbs: Past Active 2,הפסיק
Verbs: Past Active 2,התאושש
Verbs: Past Active 2,התפשט
Verbs: Past Active 2,השתכרתי
Verbs: Past Active 2,התחננתי
Imperative 2,עמוֹד
Imperative 2,חתוך
Imperative 2,שברי
Imperative 2,בקֵר
Imperative 2,חִתכו
Imperative 2,אכלי
Imperative 2,כבּד
Imperative 2,חזור
Imperative 2,סְגור
Imperative 2,חזרי
Imperative 2,סגרי
Imperative 2,עמדי
Imperative 2,אִכלו
Imperative 2,בקרי
Imperative 2,שברו
Imperative 2,כבדו
Nature,לים
Verbs: Past Active 2,התפוצצו
Verbs: Past Active 2,התחתנה
Verbs: Past Active 2,התעלפתי
Verbs: Past Active 2,התחבאתי
Verbs: Past Active 2,התנצלתָ
Verbs: Past Active 2,התיעצתי
Verbs: Past Active 2,התנצל
Verbs: Past Active 2,התעלפה
Verbs: Past Active 2,התחתנתי
Verbs: Past Active 2,התפוצצה
Verbs: Past Active 2,התיעצו
Verbs: Past Active 2,התחבא
Verbs: Past Active 2,התחבאה
Verbs: Past Active 2,התלונן
Verbs: Past Active 2,התעלף
Verbs: Past Active 2,התנצלה
Verbs: Past Active 2,התלוננו
Imperative 2,בואי נעשה
Imperative 2,בואו נלך
Imperative 2,בואי נלך
Imperative 2,בואו ננסה
Imperative 2,בוא נעשה
Imperative 2,בוא נראה
Imperative 2,בואו נעשה
Imperative 2,בואי ננסה
Imperative 2,בוא נדבר
Imperative 2,בוא נגיד
Imperative 2,בואי נדבר
Imperative 2,בוא נלך
Imperative 2,בוא ננסה
Imperative 2,בואו נדבר
Nature,הגבעה
Nature,מערות
Nature,הקרח
Nature,קרחון
Nature,שקיעה
Nature,שקיעות
Nature,למערה
Nature,צוק
Nature,קרח
Nature,אבק
Nature,הר געש
Nature,הצוק
Nature,מהגבעה
Nature,לקרחון
Nature,מאבק
Food 2,חריפים
Food 2,הפלפל
Nif'al Construction,נפגע
Nif'al Construction,נהנה
Nif'al Construction,נפגעים
Nif'al Construction,נהנים
Nif'al Construction,נאמרים
Nif'al Construction,שנשרף
Nif'al Construction,כאלה
Nif'al Construction,נהנית
Nif'al Construction,נשארים
Nif'al Construction,נשלחים
Nif'al Construction,נשרף
Nif'al Construction,נשרפת
Nif'al Construction,נשארת
Nif'al Construction,נשלחות
Nif'al Construction,נשאר
Nif'al Construction,נאמרות
Nature,הצמח
Nature,וחומרים
Nature,מִדבר
Nature,במדבר
Nature,הצמחים
Nature,יבולים
Nature,עשן
Nature,חומרים
Nature,הקרקע
Nature,צמחים
Nature,יבול
Nature,לקרקע
Nature,היבולים
Nature,גזים
Nature,העשן
Nature,החוֹם
Nature,ביקום
Nature,באקלים
Nature,עלֶה
Nature,ורד
Nature,העלים
Nature,אקלים
Nature,היקום
Nature,ההר
Nature,אוורסט
Nature,הר
Nature,נוף
Nature,הנוף
Nature,האקלים
Nif'al Construction,נפגשות
Nif'al Construction,נאבדת
Nif'al Construction,נשאלת
Nif'al Construction,נפרדת
Nif'al Construction,נפרדים
Nif'al Construction,נאבדים
Nif'al Construction,נעשֶה
Nif'al Construction,מזה
Nif'al Construction,נעשית
Nif'al Construction,נשאלים
Nif'al Construction,נעלם
Nif'al Construction,נעלמת
Nif'al Construction,ניתן
Nif'al Construction,נפגש
Nif'al Construction,ניתנות
Nif'al Construction,נעשות
Discussions and decisions,ההצעות
Discussions and decisions,הצעה
Discussions and decisions,הסכמה
Discussions and decisions,עדיף
Discussions and decisions,ההשלכות
Discussions and decisions,היתרון
Discussions and decisions,יתרונות
Discussions and decisions,ההצעה
Discussions and decisions,החסרון
Discussions and decisions,חסרונות
Discussions and decisions,ההסכמה
Discussions and decisions,השלכות
"Passive: Pa'ul, Pu'al and Huf'al",אהובים
Nature,אדמה
Nature,כוכבי לכת
Nature,הירח
Nature,לירדן
Nature,נהרות
Nature,כוכב הלכת
Nature,ירח
Nature,באדמה
Nature,הירדן
Nature,מהטבע
Nature,האדמה
Nature,כדור הארץ
Nature,הטבע
Nature,נהר
Nature,מהחלל
Nature,לחלל
Nif'al Construction,נסגר
Nif'al Construction,נסגרות
Nif'al Construction,נגרמות
Nif'al Construction,נגרמים
Nif'al Construction,על ידי
Nif'al Construction,נגרמת
Nif'al Construction,נפתח
Nif'al Construction,נסגרת
Nif'al Construction,נקרא
Nif'al Construction,נפתחות
Nif'al Construction,נכתבים
Nif'al Construction,שנקרא
Nif'al Construction,נאכלים
Nif'al Construction,נפתחת
Nif'al Construction,נכתב
Discussions and decisions,למסקנה
Discussions and decisions,בוחרת
Discussions and decisions,לטעות
Discussions and decisions,טעות
Discussions and decisions,המסקנה
Discussions and decisions,לגביו
Discussions and decisions,טועים
Discussions and decisions,בוחר
Discussions and decisions,לבחור
Discussions and decisions,טועֶה
Discussions and decisions,לגבי
Discussions and decisions,בטעויות
Discussions and decisions,לפי
Nature,האוויר
Nature,אוויר
Nature,האבן
Nature,כוכב
Nature,חול
Nature,האש
Nature,השדה
Nature,החול
Nature,הכוכבים
Nature,מאבנים
Discussions and decisions,מביעות
Discussions and decisions,להביע
Discussions and decisions,דיון
Discussions and decisions,ויכוח
Discussions and decisions,תוהֶה
Discussions and decisions,תוהים
Discussions and decisions,לפי דעתם
Discussions and decisions,דעה
Discussions and decisions,דעות
Discussions and decisions,לפי דעתי
Discussions and decisions,לדיונים
Nif'al Construction,נגמר
Nif'al Construction,נכנסת
Nif'al Construction,נכנסים
Nif'al Construction,הקודם
Nif'al Construction,נראֶה
Nif'al Construction,נכשל
Nif'al Construction,נגמרים
Nif'al Construction,נשמע
Nif'al Construction,נשמעות
Nif'al Construction,נכשלים
Nif'al Construction,נראית
Nif'al Construction,הקודמת
Nif'al Construction,נכשלת
Nature,פרחים
Nature,בים
Nature,הפרח
Nature,ביער
Nature,השמים
Nature,ים
Nature,השיח
Nature,העצים
Nature,הדשא
Nature,עץ
Nature,היער
Nature,לשיח
"Passive: Pa'ul, Pu'al and Huf'al",מודאג
"Passive: Pa'ul, Pu'al and Huf'al",מוחלט
"Passive: Pa'ul, Pu'al and Huf'al",מוחלטת
"Passive: Pa'ul, Pu'al and Huf'al",מותאמת
"Passive: Pa'ul, Pu'al and Huf'al",מושפעת
"Passive: Pa'ul, Pu'al and Huf'al",מודאגים
"Passive: Pa'ul, Pu'al and Huf'al",מותאם
"Passive: Pa'ul, Pu'al and Huf'al",מותאמים
"Passive: Pa'ul, Pu'al and Huf'al",מוגבל
"Passive: Pa'ul, Pu'al and Huf'al",מוגבלת
"Passive: Pa'ul, Pu'al and Huf'al",מוסבר
"Passive: Pa'ul, Pu'al and Huf'al",מושפעים
"Passive: Pa'ul, Pu'al and Huf'al",מורכבת
"Passive: Pa'ul, Pu'al and Huf'al",מופרע
"Passive: Pa'ul, Pu'al and Huf'al",מובן
"Passive: Pa'ul, Pu'al and Huf'al",מוזמנת
"Passive: Pa'ul, Pu'al and Huf'al",מוחלפים
"Passive: Pa'ul, Pu'al and Huf'al",מוזמן
"Passive: Pa'ul, Pu'al and Huf'al",מוחלף
"Passive: Pa'ul, Pu'al and Huf'al",מורכב
"Passive: Pa'ul, Pu'al and Huf'al",מוצלח
"Passive: Pa'ul, Pu'al and Huf'al",מוצלחת
"Passive: Pa'ul, Pu'al and Huf'al",מוזמנים
"Passive: Pa'ul, Pu'al and Huf'al",מופרעת
Dates and Time,וחמישי
"Passive: Pa'ul, Pu'al and Huf'al",משותף
